label,evidence_dir,final_result,analysis_result,missing_markers,net_mode,linux_workers,linux_vcpus,linux_cpu_online,linux_mean_p99_max_ns,rtos_mean_p99_max_ns,udp_success,udp_mean_max_us,qcz1_success,qcz1_retransmits,qcz1_duplicate_acks,qcz1_mean_max_us,ai_success,ai_e2e_mean_max_us,tcpdump_captured,tcpdump_dropped,summary_sha256,qemu_log_sha256
a9ce-long-hub-2w-r30000-20260815_064606,/tmp/t1a9h-20260815_064606/a9ce-long-hub-2w-r30000-20260815_064606,PASS,PASS,none,hub,2,2,0-1,1021556 / 4862240 / 31883280,72094 / 1115280 / 5921456,20/20,7700 / 37652,10/10,0,2,4571 / 23542,10/10,6335 / 30654,n/a,n/a,25775c0496ee88ed0608e55e486ff2229b5437f701cb8303cdd882213d532d3a,126addafe99565c468c531f8a87bbb4d7b94f12ff9dd2646cbe3e404285c70eb
