label,evidence_dir,final_result,analysis_result,missing_markers,net_mode,linux_workers,linux_vcpus,linux_cpu_online,linux_mean_p99_max_ns,rtos_mean_p99_max_ns,udp_success,udp_mean_max_us,qcz1_success,qcz1_retransmits,qcz1_duplicate_acks,qcz1_mean_max_us,ai_success,ai_e2e_mean_max_us,tcpdump_captured,tcpdump_dropped,summary_sha256,qemu_log_sha256
current-head-long-tap-2w-r30000-20260814_180823,/home/kali/qc-evidence/t1-current-head-long-tap-20260814_180823/current-head-long-tap-2w-r30000-20260814_180823,PASS,PASS,none,tap,2,2,0-1,1251285 / 7613808 / 25035136,89652 / 1961824 / 9953504,20/20,7870 / 49901,10/10,0,2,3107 / 8682,10/10,2501 / 5014,88,0,73b7873ea849857483851a495d3ba3e866cd340b789080f21dae0ebbb0407d45,913f4f0bdf9c4bbc475158af43c5f6c2c467b0e0436e0138405816efad8b266f
